0,1,2,3,4,5,6,7,8
MA,Université Abdelmalek Essadi,http://www.uae.ac.ma/,ChIJt3tud0ZCCw0R7AdZndvs8yw,35.560596,-5.364567999999999,Avenue Khenifra  Tétouan 93000  Morocco,CmRaAAAA_tpmJyfIqLnIWv2FVza1ouqFsYtz1vpo2sSm2gfnWn2Kw7Un6QBqJBtJ16eylpYBzsjRG4lsPhn2ZvE4zFostvnKqjSZtyezVSPqnV3bSNYJyTklSZcM9NquHRozskU-EhBo96xYtRMIifSd93upOZo_GhQWJ8f0NLrYlelnr20hpoaPtl8QUQ,"<a href=""https://maps.google.com/maps/contrib/103960220101210403970"">Fati Bakr</a>"
MA,Université Mohammed Ier,http://www.univ-oujda.ac.ma/,ChIJs7BEHKN8eA0RIP3KP2Ilokk,34.6501822,-1.898933899999999,Présidence de l'Université Mohammed Premier  BV Mohammed VI B.P. 524  Oujda 60000  Morocco,CmRaAAAAchsz8KNk_ZNj_0_r_DPYTMVsnpXu2LCuznu_-3H_qHM5U3ukUJ1_-GlJBRi2-RzHG_yjWrd67d3tH01bHCzvfRap1sF4DKUvGpT7KjVt6hfNDKYstIeMJIhWf93_HbEPEhClfOOzYBh97lIEwlspFmsYGhTNVPBQIBrCGPhdAL55CvbAxnaO_A,"<a href=""https://maps.google.com/maps/contrib/102748900517034561986"">Mohamed Hatube</a>"
MD,Comrat State University,http://www.kdu.md/,ChIJJ3FB0qogtkARB9LtdwxkFRA,46.2996712,28.6531529,Strada Galaţana 17  Comrat  Moldova,CmRaAAAA9yXtvlvCQSJnZXmW3AfCcg93fAp8h2xterOqNWgKBAbwEfeEY-FDl9QT_Kmv9cH3ko6Qb1zeQOdJGgKwXskyPd2ccrRM2IGanB_5uVCaRIm0PbOWwlRjQoQlxqPT4YWaEhDipik-Y6Z2Il2oKwIHAAAeGhSEhag5UP-orgj92nMrDC4k2wmlYw,"<a href=""https://maps.google.com/maps/contrib/113563143007997163837"">Fedor</a>"
MD,Tiraspol State University,http://www.ust.md/,ChIJ5SzrjpV9yUAROaf5BCac4OQ,47.039897,28.8080669,Strada Ghenadie Iablocikin 5  Chișinău 2069  Moldova,CmRaAAAAOw1FlIMaPzLnSbiE-XmlKfPDtahqaSiX_RGr6s1vLSfWm_pWN0v-tqW3oC8IzkrlKYraKMIyMIMiuX0mpMVgUVAu5nweP4M2hMSZGh-eKuuKA4Fq_acV2rVS-ndHocHCEhBEC_zs6-A1jzplgYLtuGuPGhSAOFJ-FU74reLKnvmFev27zwBOvg,"<a href=""https://maps.google.com/maps/contrib/109784416860981305590"">ᗩndrei</a>"
MG,Université de Toliary,http://www.univ-toliara.mg/,ChIJUVk5bxR8ZB8RJt5TLU12SQI,-23.3292341,43.698675,Route de L'Universite  Tuléar 601  Madagascar,CmRaAAAAmk01PsrOP7HVhDxnY_Mxs6spR5mTYWxHWk4Yz5r9qmQCwP4T8Kq8u4U3sOf3jpNtDH0zk67zYT_YJ6Aoq7zbTKm7V-a4NbJyMLnswwDfska3O953aY1dCPW5ICdPbzViEhAGJXaz3viZGNfJr7Nwp2a8GhSW87hEiMQDT1fgol8gvAdl7u_P9g,"<a href=""https://maps.google.com/maps/contrib/108682418136066931720"">david maillot</a>"
ML,Université de Bamako,http://www.ml.refer.org/u-bamako/,ChIJhyUAAADNUQ4RngadSJ7CO2E,12.63924,-8.0028873,Bamako  Mali,NA,NA
MM,Technological University (Hpaan),http://www.most.gov.mm/hpaantu/,ChIJ1S5EydrIwjAR8St4h3OM12A,16.8505889,97.64420220000001,Hpa-An  Myanmar (Burma),CmRaAAAAcKGu7G_J3ueQypaFzjZcJm3WgmaC-KUICTsmWucdWpgcph4ur3y3zj-2E1008pJyMvkKP32_-4CAaDRFSCMQI6UKChTc2Hg9hPDwlPvf5Z83LppYnx8wDYlbUsb7h_K4EhDeolPiZWepeAZylCXikIUyGhSC8hilCVQ7u8DFdZ8teDLgWLy98Q,"<a href=""https://maps.google.com/maps/contrib/105686469171945300953"">Black Hole</a>"
MM,Technological University (Maubin),http://www.most.gov.mm/maubintu/,ChIJY5vKKC8xwDAR08yoji0LvuI,16.732642,95.60957429999999,Maubin  Myanmar (Burma),CmRaAAAAN3Xs5KhSU5FyBDtA22blJh4OuaA4mIad9MPnDMXTOX3kxkoBlq4FzlhlrZwA7Il3l26GbMo9wGmrZrQBc9uH2B04MhckGTs0Fcx_bimdJjW_419kIbba0Cu3p01ewQB7EhBMnFmlxWBYAG4UsCLeNohZGhTBrhn9OLjCWtaK5sWuC4pcsAAkgw,"<a href=""https://maps.google.com/maps/contrib/105821231006920267886"">Wunna Htoo</a>"
MM,Technological University (Pinlon),http://www.most.gov.mm/pinlontu/,ChIJmWfBBjAIzjARY2H4FO3mTwo,20.9131947,97.5786625,Loilem  Myanmar (Burma),NA,NA
MM,"University of Computer Studies, Yangon",http://www.ucsy.edu.mm/,ChIJ5yrqqo2XwTARdUBM4vXuIAw,17.0021126,96.09241379999999,No. (4 Main Street 4  ရန်ကုန်  Myanmar (Burma),CmRaAAAA1yK2ntYNTk4cQZTqeYu0GOlyO7RMnsfw9amwPHX2D4xL1LrgRCh7vNYggXyEo4PK5PMpEZ6lBJCMis3DHPWlNdz4L1d2_1zljrWTaUL7MgPW3RDgLynWm98ScheTQ6C9EhDCuBB20NeVaSpnbVCAhXE2GhQhG8ZrDVbWE_zmblAp2JuaJHJ6OQ,"<a href=""https://maps.google.com/maps/contrib/103928250576799186554"">SC Cho</a>"
MN,Mongolian State University of Education,http://www.msue.edu.mn/,ChIJeTBJW0eSll0RHcL-DnfkZ6w,47.91829240000001,106.9243785,Khoroo 8  Ulaanbaatar  Mongolia,CmRaAAAA1CPh4iAYvSEUU8Vjqe-6zcgZAWr2FMvcWhwWTeHxZcd5ylAxUUe0l7NtWl-JjaYvij0PRWhjgKtfwCUIX-IH4-yhTI63pklFXQUuWXpbKu0JmygXKFcoS-LBGrBresNKEhDgHM9AT_iLWIuEu4ptVevSGhRYblfTLyIMhOBOBkF0vYxU6iP7lQ,"<a href=""https://maps.google.com/maps/contrib/101236502904147413681"">Базарваань Ганболд</a>"
MQ,Université des Antilles et de la Guyane,http://www.univ-ag.fr/,ChIJZ6YZi-5FE4wRbCkHv_VQ0Yw,16.2242724,-61.52893249999999,Fouillole  Pointe-à-Pitre 97157  Guadeloupe,CmRaAAAAUve5tIIiff9OpnCpb8q6YCTL_x5Y5DjcQq1TDlJfTSI8D2Ss5jzuQNjlYDjo6Bl88wEHt7NmDmvAsyC63HhcoBiKjPt5ew_kAS5ams-XVftNiP5225s9yz2qKJLH6BdAEhCYlYWSKbZJRcRAVCtk4bKcGhSgZ5VCCJMlPU8ct5AsXFT5qQqXbQ,"<a href=""https://maps.google.com/maps/contrib/100148750870479191433"">¿? LU-K ¿?</a>"
MV,Cyryx College,http://www.cyryxcollege.edu.mv/,ChIJVxdU11R-PzsRrXr5X1qYoY4,4.1774061,73.5094435,Kenery Magu  Malé  Maldives,CmRaAAAAI0qujV-6xviN_YJl3vl6IjZNzyBDBcTFgbHBXgp5X5UKedjamRE2cjzRHB3_ziipSfgEU4pLXfV06MopY7PPaZiLc-9u5rICsd4mESZG9zhJmaOddR0rXSeWqLBrzaOKEhBlZFj8rCQjOtEagaUtEziTGhQpYNrn1naaMJYS2QRg-d0e552aHA,"<a href=""https://maps.google.com/maps/contrib/111025797479169999591"">Ahmed Riyaaz</a>"
MX,Centro de Enseñanza Técnica Industrial,http://www.ceti.mx/,ChIJPUXVmE6uKIQR0csumpLT_cQ,20.7029869,-103.3892421,Calle Nueva Escocia 1885  Guadalajara  Jal.  Mexico,CmRaAAAACn5HI6jzl8eIVkwo8q558UV2K-OfnLKezdRifisR1bv2F864BtInmQNjYFh6lfx6G0fvdxN0csidsAauYq7g9TJyfS58s29rbrsE0ou-nFfHtfJlCSMldjCP3OB0qgizEhB5qU3pAHnZxB_dCZSox7CiGhSNBwzoM0LNdupmeLrT3onbxeZCUw,"<a href=""https://maps.google.com/maps/contrib/114015263624516205734"">Gerardo Zendrero</a>"
MX,Escuela Nacional de Estudios Superiores Unidad León,http://www.enes.unam.mx/,ChIJ0_UBlg2VK4QRbAPGeVgTLmQ,21.0427454,-101.6737461,Blv. UNAM #2011  Predio El Saucillo y  Comunidad de los Tepetates  El Potrero  37684 León  Gto.  Mexico,CmRaAAAA0bkWnXM1Fz8qVCxu62_46i-c6xSitn9wBDkHGL1OTnuWjPMxavjDzF_g4Y9wv2sNk6wSz6Ojwu9d18VvRPUDp3XqSrmBCPZmZGz_WfvLMrUeZPIhHSKxQBZJ0qf4npP0EhBg5ZJbQIUJiGCH6hZJj-wKGhRJxKnxMMXgHiADx59FIny8H2SGzA,"<a href=""https://maps.google.com/maps/contrib/113961564554237411557"">UNAM: Escuela Nacional de Estudios Superiores Unidad León (ENES León)</a>"
MX,Instituto Tecnológico de León,http://www.itleon.edu.mx/,ChIJ99uMjm--K4QR_JivtcKMPP8,21.1092261,-101.6274982,Montadores S/n  Industrial Julian de Obregon  37290 León  Gto.  Mexico,CmRaAAAA8zJlgnVdS0uqxGnNxCO4JjY5EvlJoZ39DUsBBd4uoLusFQmD96wfHFPOh_a2JRYIeYyHnFiH2HF32OSZrF88Z8bbElUsTnnhwoGAk6reNiT9FvZYnaY88uf2g_ZifLBDEhA3uHgB9eKiLBvLUQG2bpeaGhREm1KUmYWHrohl6hzHqnozVxgfZg,"<a href=""https://maps.google.com/maps/contrib/113687460596144445036"">Juan Miguel Pérez Nüñez</a>"
MX,Politécnico de Guanajuato,http://www.poligto.edu.mx/,ChIJLddtb3l1K4QRnjXJCFoQPCo,21.0164465,-101.2642165,Irapuato-Guanajuato  Zona Centro  36000 Guanajuato  Gto.  Mexico,NA,NA
MX,Universidad Autónoma de Baja California Sur,http://www.uabcs.mx/,ChIJxTgFJsksroYRjgguTj7IpOs,24.1013365,-110.3156465,Sur KM 5.5  Universidad Autónoma de Baja California Sur  23080 La Paz  B.C.S.  Mexico,CmRaAAAAnAYk7s3YmCBpqsNesknBApuvELPVTdJ7emawYtLV3OXbTcg_C5bvKQjAzKQSTYmRy9k6hyrn3yn_Zn0z4w19vO8d57-cHKwP5BcOfvjmpFzp-YQMx6ZdJVp3DO9lYWwREhBK3RphHE3y9JvtUYeAU3a9GhQI9Yp1VXW4sppuWaRWrcUTqlG87Q,"<a href=""https://maps.google.com/maps/contrib/101121152156270094865"">Marco Cota</a>"
MX,Universidad Autónoma de Fresnillo,http://www.uaf.mx/,ChIJq6qq2nALg4YRlbIjEGWOjZM,23.1933458,-102.8869205,Carretera Federal Panamericana  Lindavista  Ejidal 4  99039 Fresnillo  Zac.  Mexico,CmRaAAAAIYnj-g8uPjaKttIG--vRArcwv10xjiZg6tsGXfcaNJTt1-Q6iCLyJmqdRspsjX0sLaWJeyjhYQX-bJn_bdsof6lJCA3QZKlkP4brcZyE9K-kjsO4809iLH1fybFTJddhEhDRH2J3jnAIfFaHQrUKdKAFGhQNZH-ecztP_DT6bzsarF3HkHhD8g,"<a href=""https://maps.google.com/maps/contrib/100202316311983802511"">Dulce Dévora</a>"
MX,Universidad Autónoma del Estado de Morelos,http://www.uaem.mx/,ChIJERSxH_XgzYURtlv37Z-EhN0,18.9822001,-99.23738449999999,Avenida Universidad 1001  Chamilpa  62209 Cuernavaca  Mor.  Mexico,CmRaAAAAQ4x-ALkBVR0IGBvUrhXMSJ35omFP5_MqZXR62zXDnElz-xp7UhfEC7iMp816Xk9T1rgsT2S3c1WXeBzvLf2SZYpkhbtgNSFqweFAFJtlIE79eWZHx549Xc991_42a2aUEhC4a9fTlAfEwt3f8vo8KnrxGhQ7aYWSRp7_TGxDketINTc-BgTbew,"<a href=""https://maps.google.com/maps/contrib/112380471459123344537"">Cristóbal Cruz</a>"
MX,Universidad Autónoma de Tlaxcala,http://www.uatx.mx/,ChIJBXUNiyqiKoQRbEri5n2ocvs,19.3018472,-98.24237699999999,Universidad 1  La Loma Xicohtencatl  Centro  90000 Tlaxcala de Xicohténcatl  Tlax.  Mexico,CmRZAAAAK4Rcc7GOkX9-k6-Jxg8VG7UphuLFenDZ781ctPlBFfp3Y-DYfiCpBalAQgZY7p82drWp_a4csTdlSAb9aZhh5GvlH_QkhqbciO4EkS_HYNkLn5akIZZEArYBX5rcg6-IEhDRcAh-VqZIHSCk4y_GjVS-GhQJ4WkbHqu8Id2wpVxFMpqMVOloqQ,"<a href=""https://maps.google.com/maps/contrib/113290127095035409019"">Aramy Carrasco</a>"
MX,Universidad Autónoma Metropolitana - Xochimilco,http://cueyatl.uam.mx/,ChIJPfY3AoYBzoURe2UaLtuFmkA,19.303846,-99.1028613,Calz. del Hueso 1100  Coapa  Villa Quietud  Coyoacán  04960 Coyoacán  CDMX  Mexico,CmRaAAAANnJLJPGfm1X5OrDPktVMOhWC11E8hmZFTz13Xvqmw5V5B1GVRxnWqF0W-H3jSHgkJAz5vt8RIwYOTaX9hJWcefACPHC70yRH6Xn5c-rXxxJgQZ9AK3WNvrfYNfqK_-68EhDkdA7V1O-g0ibu82cRCBD8GhT4zwLls-vcsikVWhrTEv17Kev81Q,"<a href=""https://maps.google.com/maps/contrib/110566524165208882032"">Gerardo Cortés Velasco</a>"
MX,Universidad de Colima,http://www.ucol.mx/,ChIJlfwiQZpaJYQRXPEYAdG-swY,19.248962,-103.698803,Avenida Universidad 333  Las Víboras  28040 Colima  Col.  Mexico,CmRaAAAAnVOWK7QLgwxr1plM5pU8x1o5BSflVUS2hIz0TbeUU4tCPVE2vphQKN3bCTjvCfy0FD5WFWA_rwLErLzh98IwLKR58NB5pwNNi0db2Q3MfrvGjFdjXn5r_JoEWxh98slCEhCuch7eFYoXaNb4xyq4M619GhQbI7AnyCHn4Xeh-naRMTL7bClQUg,"<a href=""https://maps.google.com/maps/contrib/104353639635320662548"">Universidad de Colima</a>"
MX,Universidad de las Américas,http://www.udla.mx/,ChIJ_6Taih-mrI8Rj3VvGuLrGvI,8.971509,-79.5627147,Paseo Andrews  Panamá  Panama,CmRaAAAAX-VC6a3mMuRRwHmy8R-lq6Yec7R_o7KkkxyfZk_HSN4suGzETlPNFfXr3S1UyAu5cCNMrlKAXRkPrzTF1Rx7xjt6pIS6vm1kzWeeH4p3aKkDXXICXu0-zI5ClwZUgN-mEhBzefIn24_VD-CpMTWmaVACGhRTQqXkZKtVoDPQSOInn258WRGyfA,"<a href=""https://maps.google.com/maps/contrib/115773956667881976386"">Nicolás J. Samudio B.</a>"
MX,Universidad del Noreste,http://www.une.edu.mx/,ChIJn5FVfID514UR5k5mZZq-TUw,22.2827514,-97.8725224,Av. Miguel Hidalgo 6315  Nuevo Aeropuerto  89337 Tampico  Tamps.  Mexico,CmRaAAAA6qrBVAwaPoC4H7Bq0Q5xTvrbVgipHwK5BNyMnJvCoeivMfGUb6EQXKME179CH2DMSFt-OWU9y-BefgsmyNZLyoFQy9OTLuWzIVVqzb_qD2Zn-fV7utZd8omCi2SbXrgyEhBk2Z0Nk7Bx9QSzg_DChwxSGhQBE0M_l1Es7sxSbaJLjHuQPdgVWw,"<a href=""https://maps.google.com/maps/contrib/109394733158861417555"">Chuy Meza</a>"
MX,Universidad del Valle de Toluca,http://www.uvt.edu.mx/,ChIJuWF-gZiJzYUR5VgRJrNdNIw,19.2735351,-99.65620270000001,Calle Mariano Matamoros 1069  Universidad  50130 Toluca de Lerdo  Méx.  Mexico,CmRaAAAAcmkGsWEn9h0ZKkSYYE5G_FhDYGve3DkzFg1G6EghPDxq5Bje15MNkc70GOsZA6Zg2xrpDHmf9jMBjHBf-RUS7iGRCdpmTukHndOk9HTExoKrju2XQ1rhoxmqTe4eH-9JEhDlb_ABz6xtZVEO_54AIZNjGhTj0ZTkVm_zjFEa1J2BeGDyIsWHIg,"<a href=""https://maps.google.com/maps/contrib/103763917366352005831"">Elias Ventura Chavez</a>"
MX,Universidad Don Vasco,http://www.udv.edu.mx/,ChIJD6i1bUDiLYQRdqr4YiKY3rU,19.4260994,-102.0473069,Carr. Uruapan-Pátzcuaro 1100  Lomas del Valle  60110 Uruapan  Mich.  Mexico,CmRZAAAAMpN7R_KbiCLccPXD2Vcg7r34dm8bHQ1XGeYynwDoQyBohzw-kLTgCVoyqMUFwEA5AVRcZbCw2Eq2w3k7iCrZ-cnfdcKpmnTuplxMitXioXQbPqDw90_oC7swGTFKlPA7EhAIjp5WpHNH-QgwOT9TfO66GhQeJ4LOs8VhzeVL5VKtr4qT6learQ,"<a href=""https://maps.google.com/maps/contrib/104172720621999495905"">Universidad Don Vasco  A. C.</a>"
MX,Universidad Insurgentes Plantel León,http://www.uileon.edu.mx/,ChIJe3UO70W-K4QRgpVxCv2ZI9g,21.1032827,-101.6495568,Av. Pradera 910  Parque Manzanares  Oriental Anaya  37520 León  Gto.  Mexico,CmRaAAAAs3EpI11dYsdr5-GyP8Z5iW-4pvDw56nW0Iuigvv28asxuio0oodBBZhNPbi_qo6KpidJ2sItZD_dojkcOMMzyELDhlegupu47ZiXWIxIrw85giUJTnWcIVLmqdgNJrjxEhBmKyFtq4OQ0ybvVEF5DvExGhSwcI8uQ3B08KU6AH6ne_47ywoy6w,"<a href=""https://maps.google.com/maps/contrib/107252334895497803643"">Jesús Israel Rodriguez</a>"
MX,Universidad la Concordia,http://www.universidadlaconcordia.edu.mx/,ChIJyzvM6Q_uKYQRkdylKZWH--M,21.8835814,-102.2675497,Av Tecnológico 107  Ojocaliente  20198 Aguascalientes  Ags.  Mexico,CmRaAAAA89nM77DTWjsW1_BshYFdnm0472mga-L1vbRgmg8_FDE9hgdWIPdD9-Pk4SCXvjC7_1qFnkeEvHlNsjjzRzFqgBuyDt95J5DnqnMHBExF5iYppJl7uStu-F7kti0v_lkJEhBIDqT7ENJTvOUAjr0b7c-5GhQTd2VJs9eq-1ylr5XAao7EHUCpZg,"<a href=""https://maps.google.com/maps/contrib/109147834395251211164"">Francisco Carmona</a>"
MX,Universidad Metropolitana de Monterrey,http://www.umm.edu.mx/,ChIJP-8t4MfrYoYRvVQXalZTycQ,25.7814856,-100.1867925,Calle 5 de Mayo #101  Centro  Apodaca Centro  66600 Cd Apodaca  N.L.  Mexico,NA,NA
MX,Universidad Motolinía del Pedregal,http://www.motolinia.com.mx/,ChIJe3Ol3aH_zYURvPUignFR1Ik,19.3180868,-99.2118538,Av. de Las Fuentes 525  Jardines del Pedregal  Álvaro Obregón  01900 Ciudad de México  CDMX  Mexico,CmRaAAAA6vDGVBOyoqQvQ0mpmFLh5hM6F_XLSwOzW015SxBM18ejTB7P7HK6ePfxBbMxFk8civIhyljf5AbuGnVf8eUizM-D61Dl1ku3g3DyYfAQF-F0WNBmJukuZTJEaQX1kD4ZEhBPtx8u30aDmW5hUXEc-BDAGhSbFQXIqGdqLW432qGPS57_8dTX5g,"<a href=""https://maps.google.com/maps/contrib/107712968122137108243"">Luis Gomez</a>"
MX,Universidad Pedagógica Veracruzana,http://www.secupv.org/,ChIJ0WwAhM0BzoURL7S4EPwODJE,19.5502953,-96.93289829999999,Del Museo 133  Unidad Magisterial  91010 Xalapa-Enríquez  Ver.  Mexico,NA,NA
MX,Universidad Tecnologica de la Mixteca,http://www.utm.mx/,ChIJoUicgmmqyIUR1xpqnhrl3OY,17.8268983,-97.8043393,Carretera a Acatlima Km. 2.5  Acatlima  69000 Huajuapan de León  Oax.  Mexico,CmRaAAAAMZ1Epap8VspZ225Cvu2XbTX7KcjNRCoAwls9wSfda36-tZ31wmdt0vwfqLBy5Lb4d7Z2TOcVhw-EUy3RXSyYLBE_iR3xghFY-xbCHdNR47zDxOlYmu0APwUWmJku8qKyEhA4qroN2-_wX37saO0-TOOUGhRMk_LdFPFKAxvJIl3RLm6BXpU7gg,"<a href=""https://maps.google.com/maps/contrib/112382253618126981900"">Universidad Tecnológica de la Mixteca UTM</a>"
MY,Aimst University,http://www.aimst.edu.my/,ChIJ2yH1USovSzAR-ACf1jgXdXE,5.7219671,100.4804132,Batu 3 1/2  Jalan  Bukit Air Nasi  08100 Bedong  Kedah  Malaysia,CmRaAAAA3ioa3h6oFOwEGDxirSEwAYt7oA9tcJ0szShUbSF-QUirllUW_QYJa7Y2As3q0EtDXP1Rz3MVWbJyzXMa3Wyr0aVjXb_fAL4VCjVeUYNRYREagqQaliz6nRHcYYd_qkijEhBai9L-TSJlI4N_pA4tFCYiGhTpdYS3tITp-5l8z-Fij_6Ao_p9ag,"<a href=""https://maps.google.com/maps/contrib/107260304183575562796"">Parteeban M Varatharajoo</a>"
MY,Brickfields Asia College,http://www.bac.edu.my/,ChIJF5Vg591LzDERBM0cQw2OBKI,3.1070216,101.6397942,B-2  G-Floor  Jalan Utara  Section 14  46200 Petaling Jaya  Selangor  Malaysia,CmRaAAAA6IvyZ1dTExU0nWrW6SE6Ei1eszNkwbKQZIjkFMcoDogyGcE5hibeiuu1JEcfYfDNNGUofMYOCTnF265enOO-H9OP_DW73Hh0jsz65iFGEgbCpEkhbGV7gRuzllbAocB0EhDHuyKkJAcp54XiCQc6rdOnGhSnEFr8O8dXVMCLDnNTN2BXACodfg,"<a href=""https://maps.google.com/maps/contrib/101547171726648553777"">Brickfields Asia College (BAC) - VSQ @ PJ City Centre</a>"
MY,Darul Takzim Institute of Technology,http://www.instedt.edu.my/,ChIJPzwPm3BM2jERmxesMxEGrac,1.555734,104.227475,Jalan Dato Onn  Bandar Penawar  81930 Bandar Penawar  Johor  Malaysia,CmRaAAAANYZdd7R3eTIB0PUr_qaDL9houEY0T4-rKrXuOybZ38gV01LNXqe-dDmB2acQS2oEMnNtG60uQEBM8NvzmA2YyT4lksCyBqAx_vxqgrPiPzrNp-f6VzeL1mt9Copz1UMbEhABdQ3bsoUOZ_MzffSGR6JxGhQ6sV2DiN40L9NTxWodR6qoNK7fbw,"<a href=""https://maps.google.com/maps/contrib/100647500975270107835"">Badrul Amin</a>"
MY,"Institute of Teachers Education, Ilmu Khas",http://www.ipik.edu.my/,ChIJt7HMwU3RyzERTMJ_fQGUAfM,3.1074799,101.7262845,Bandar Tun Abdul Razak   Jalan Yaacob Latif  Cheras  56000 Kuala Lumpur  Federal Territory of Kuala Lumpur  Malaysia,CmRaAAAAmChw8WxU7rJOD0MsPgLIrfABN_ONwpbf-vWoPkc0ZpUEdLOs8Ek1uabKxLYiVzvFasjM8pBPHeudVJzOIvmemaylRGKTfKKgJE8Henc_N17pqK3UHdyD5oflURn0ih0AEhDXGNVIdx9-zAWmgf9f7AH1GhRcf_w5g5wp2_tAf4_WzsSFRA8aGQ,"<a href=""https://maps.google.com/maps/contrib/102706267645411276312"">Semenax malaysia</a>"
MY,"Institute of Teachers Education, Penang",http://www.i4p.edu.my/,,,,,,
MY,"Institute of Teachers Education, Tawau",http://www.ipgmtawau.edu.my/,,,,,,
MY,International Islamic College of Penang,http://www.kitab.edu.my/,ChIJYb1MLgboSjARn4TZceAeUA0,5.469983,100.2494724,Jalan Sungai Satu  Batu Ferringhi   11100 Batu Ferringhi  Penang  Malaysia,CmRaAAAASIizXBkcin9x52ECgEuJSqxWsC8DzbUZtFLwgLFIVU9QK73-bDxCm7veh3Eo02fcb2uc9CxcpqB6JwHKZgezlVtpPBaQIgGWsztNgG_dOK7CIu3SbBJ9GBfnu4QZ-8bmEhCeEQF7THaPZpGcrpT1uFqAGhRzL7Y9Zrbbb37jnHN4BaqIK-TF6g,"<a href=""https://maps.google.com/maps/contrib/107391540333897807215"">The International School of Penang (Uplands)</a>"
MY,KDU College Sdn Bhd,http://www.kdu.edu.my/,ChIJdSBJirdNzDER3CLEQk9E1EU,3.0923531,101.5597531,Jalan Kontraktor U1/14  Seksyen U1  Glenpark U1  40150 Shah Alam  Selangor  Malaysia,CmRZAAAAGy-qF9pJsRPAkjinEFfPlhvHUfLB-fmPmtW27nx2eJcAxfFdhoLjhx9KeyWiMnm7aQ2_3NrqTx3LfAWSKZvcUnWFFu0hmCq34p7bsMuIMCN8UVd3ds9fVwqxoBMFnhjMEhAicJYnFnbab-bG6OLj5yj5GhSa2Wx6-JyhWZIYWjC1FDCCju-nBQ,"<a href=""https://maps.google.com/maps/contrib/110660081647550234940"">UOW Malaysia KDU University College  Utropolis Glenmarie</a>"
MY,Limkokwing University College of Creative Technology,http://www.limkokwing.edu.my/,ChIJn95_82G2zTER9kWtIEh0040,2.94,101.6627778,Inovasi 1  1  Jalan Teknokrat 1/1  Cyberjaya  63000 Cyberjaya  Selangor  Malaysia,CmRaAAAARgjD7Tp5Qslwyo9rW8Ef4bN6KsHEHmP5LM-Z-XF86bQnRx4BRbf3CuKsZi3MnzRhW_4bO4G0fbXO6BGkacQky16zAJuVTvyJ1knc8CAMkUqBKKD3pJXoDQLY-7ucxSq-EhDn88kUXA0chRoySYC2yNW1GhTPD5vzknl6AzVTHYT8KsRC-_Xd6g,"<a href=""https://maps.google.com/maps/contrib/100977405010398441909"">Limkokwing University</a>"
MY,Merlimau Polytechnic,http://www.pmm.edu.my/,ChIJVy5dzjXr0TER6xHX69ABkmE,2.1678591,102.4297975,77300 Merlimau  Malacca  Malaysia,NA,NA
MY,Open University Malaysia,http://www.oum.edu.my/,ChIJT9DV6DBIzDERmmAuq2agkdY,3.0999569,101.5920997,Menara OUM  Block C  Kelana Centre Point  Jalan SS 7/19  SS7  47301 Petaling Jaya  Selangor  Malaysia,CmRaAAAARpTx_-kahyDd9feN8jb1xLLMJl3HYY7SSPzhy7C7HEO5cWubwBNWv_xJPvV2A1eCRtgsCxKOBiG7c0zH6uR7U99zJnNCc81GO9PvOZYkLYAiYpEz-IevSpVMwDHxVJkcEhDf60L6CisHzy7VhPKNgCtlGhTBirWZvMfNK2HRTB0KJjuG7ypT0Q,"<a href=""https://maps.google.com/maps/contrib/111440827005529546609"">Sher Wani</a>"
MY,PTPL College,http://www.ptpl.edu.my/,ChIJjVqHCqbDSjAR7_FKWZ_6MaY,5.4146946,100.3190948,239  Jalan Burma  George Town  10350 George Town  Pulau Pinang  Malaysia,CmRaAAAAhGiP2vd12Ox-VZPW3vc8RIp4NHu64g6BjYvKqTSOUYDyYaT32yBWUrnEyJEyhO8uWvtrgfteoQVvtn5b-VCTtQqitHvvDfCyrUSsi9frpzOS88flglZ2A9zcuovaO2HOEhCkpZO6dSLiCMCKqPR_46UtGhTVeg9LGFRumBXdYpAGeUl-GOy2Gg,"<a href=""https://maps.google.com/maps/contrib/113352171237503692018"">Legend SCSA</a>"
MY,Sultan Abdul Halim Muadzam Shah Polytechnic,http://www.polimas.edu.my/,ChIJVVVVFelZSzAR8gOVEtIzgpU,6.2477008,100.4322187,Bandar Darulaman  06000 Jitra  Kedah  Malaysia,CmRaAAAAZFLX4UmwfWbe-Z2xtxWnpANepKY0_cD6J0u4-uW20zKB7gLzyYdZHmbUk_sElWZf-k1xs770Y-Qg7WXuFAs7I1Cp8bpsiFd4W2rxu3wm1AkXTciUmfj_YV5ZLh3c-2loEhBh1FIul4IIwcwavd_J_jqiGhQGOycHf7aSaxWwROaoKeZEKysRrQ,"<a href=""https://maps.google.com/maps/contrib/108225267577947430961"">NF Photoworks</a>"
